"","event_no","index_start","index_peak","index_end","duration","date_start","date_peak","date_end","intensity_mean","intensity_max","intensity_var","intensity_cumulative","intensity_mean_relThresh","intensity_max_relThresh","intensity_var_relThresh","intensity_cumulative_relThresh","intensity_mean_abs","intensity_max_abs","intensity_var_abs","intensity_cumulative_abs","rate_onset","rate_decline"
"422",422,9664,9666,9681,18,2004-06-16,2004-06-18,2004-07-03,5.2474,14.8026,4.3778,94.4531,2.4464,11.9697,4.3634,44.0355,21.8333,31,4.1586,393,4.654,0.8067
"423",423,9691,9700,9701,11,2004-07-13,2004-07-22,2004-07-23,3.1425,6.6889,2.5017,34.5675,0.4221,3.9758,2.4985,4.6435,21.2273,25,2.5433,233.5,0.3115,1.8856
"424",424,9705,9706,9707,3,2004-07-27,2004-07-28,2004-07-29,3.9218,4.9191,0.8642,11.7654,1.1387,2.1387,0.8674,3.4161,22.5,23.5,0.866,67.5,1.4652,1.5225
"425",425,9714,9718,9728,15,2004-08-05,2004-08-09,2004-08-19,5.2378,9.9832,1.6624,78.5669,2.4139,7.1661,1.6671,36.2091,23.6333,28.5,1.674,354.5,1.5789,0.576
"426",426,9734,9734,9735,2,2004-08-25,2004-08-25,2004-08-26,3.8514,4.3136,0.6536,7.7028,1.0439,1.4955,0.6387,2.0878,21.5,22,0.7071,43,5.5727,2.4235
"427",427,9746,9746,9746,1,2004-09-06,2004-09-06,2004-09-06,2.7739,2.7739,NA,2.7739,0.1152,0.1152,NA,0.1152,19.5,19.5,NA,19.5,2.0824,4.9177
"428",428,9770,9774,9774,5,2004-09-30,2004-10-04,2004-10-04,3.5552,6.2059,1.7127,17.7761,0.9026,3.5606,1.7153,4.5128,17.6,20,1.6355,88,0.9594,3.8796
"429",429,9783,9783,9786,4,2004-10-13,2004-10-13,2004-10-16,2.5376,3.3375,1.2989,10.1504,-0.192,0.6145,1.2996,-0.7678,15,16,1.354,60,2.1318,0.3652
"430",430,9809,9810,9810,2,2004-11-08,2004-11-09,2004-11-09,3.1198,3.1796,0.0846,6.2395,0.111,0.1674,0.0798,0.2219,12.5,12.5,0,25,0.12,0.8816
"431",431,9814,9814,9814,1,2004-11-13,2004-11-13,2004-11-13,3.6458,3.6458,NA,3.6458,0.5223,0.5223,NA,0.5223,12.5,12.5,NA,12.5,3.1132,2.3886
"432",432,9843,9844,9844,2,2004-12-12,2004-12-13,2004-12-13,6.1327,6.1468,0.0199,12.2655,2.4546,2.4626,0.0114,4.9091,13,13,0,26,1.6956,3.9704
"433",433,9848,9849,9849,2,2004-12-17,2004-12-18,2004-12-18,5.2816,5.7962,0.7278,10.5632,1.4939,1.9939,0.7071,2.9878,12,12.5,0.7071,24,1.0298,3.4737
"434",434,9878,9878,9878,1,2005-01-16,2005-01-16,2005-01-16,5.1263,5.1263,NA,5.1263,1.2319,1.2319,NA,1.2319,12,12,NA,12,6.968,2.5365
"435",435,9883,9883,9885,3,2005-01-21,2005-01-21,2005-01-23,4.9382,5.466,0.5276,14.8146,1.0172,1.549,0.5319,3.0516,12,12.5,0.5,36,2.4725,1.1273
"436",436,9892,9892,9892,1,2005-01-30,2005-01-30,2005-01-30,5.2718,5.2718,NA,5.2718,1.3529,1.3529,NA,1.3529,12.5,12.5,NA,12.5,3.4862,4.0145
"437",437,9904,9904,9904,1,2005-02-11,2005-02-11,2005-02-11,6.1379,6.1379,NA,6.1379,2.309,2.309,NA,2.309,13.5,13.5,NA,13.5,3.4791,8.5236
"438",438,9922,9924,9924,3,2005-03-01,2005-03-03,2005-03-03,4.094,4.8758,0.7306,12.2819,0.7138,1.5148,0.743,2.1413,12.1667,13,0.7638,36.5,0.74,1.5561
"439",439,9928,9930,9934,7,2005-03-07,2005-03-09,2005-03-13,4.8924,6.5206,1.5138,34.2468,1.6232,3.2494,1.5171,11.3624,13.4286,15,1.566,94,1.0388,0.3911
"440",440,9943,9945,9945,3,2005-03-22,2005-03-24,2005-03-24,2.8641,3.6337,1.0279,8.5924,-0.3131,0.4855,1.0349,-0.9394,12.1667,13,1.0408,36.5,0.8359,1.5637
"441",441,9972,9975,9981,10,2005-04-20,2005-04-23,2005-04-29,5.3587,9.6541,2.0346,53.5872,1.8712,6.1881,2.0304,18.7116,17.35,21.5,2.069,173.5,1.4813,1.1723
"442",442,9985,9995,9995,11,2005-05-03,2005-05-13,2005-05-13,4.0586,6.7906,1.8761,44.6448,0.5655,3.4242,1.8803,6.2207,17.3182,20.5,1.901,190.5,0.4322,4.0944
"443",443,9999,9999,9999,1,2005-05-17,2005-05-17,2005-05-17,3.9176,3.9176,NA,3.9176,0.7161,0.7161,NA,0.7161,18,18,NA,18,0.9077,2.5917
"444",444,10007,10008,10012,6,2005-05-25,2005-05-26,2005-05-30,5.4773,9.6576,2.7885,32.8637,2.551,6.6984,2.7642,15.3059,20.4167,24.5,2.7096,122.5,3.931,1.8424
"445",445,10022,10022,10022,1,2005-06-09,2005-06-09,2005-06-09,3.7608,3.7608,NA,3.7608,0.9229,0.9229,NA,0.9229,19.5,19.5,NA,19.5,1.4383,3.0609
"446",446,10028,10030,10033,6,2005-06-15,2005-06-17,2005-06-20,4.0744,7.3482,1.6232,24.4463,1.2376,4.5019,1.6162,7.4255,20.25,23.5,1.6047,121.5,1.8529,1.2625
"447",447,10040,10040,10040,1,2005-06-27,2005-06-27,2005-06-27,4.2801,4.2801,NA,4.2801,1.48,1.48,NA,1.48,21,21,NA,21,1.9267,1.5772
"448",448,10053,10053,10053,1,2005-07-10,2005-07-10,2005-07-10,3.3739,3.3739,NA,3.3739,0.5813,0.5813,NA,0.5813,21,21,NA,21,4.9416,4.0577
"449",449,10063,10064,10064,2,2005-07-20,2005-07-21,2005-07-21,3.5222,4.2441,1.0209,7.0444,0.805,1.5242,1.0171,1.61,21.75,22.5,1.0607,43.5,1.1104,3.5552
"450",450,10071,10071,10071,1,2005-07-28,2005-07-28,2005-07-28,3.4191,3.4191,NA,3.4191,0.6387,0.6387,NA,0.6387,22,22,NA,22,0.9675,5.5244
"451",451,10079,10082,10083,5,2005-08-05,2005-08-08,2005-08-09,3.6336,4.4567,0.5972,18.168,0.8016,1.6339,0.6066,4.0081,22.2,23,0.5701,111,0.451,0.8057
"452",452,10091,10091,10091,1,2005-08-17,2005-08-17,2005-08-17,4.2941,4.2941,NA,4.2941,1.4655,1.4655,NA,1.4655,22.5,22.5,NA,22.5,5.0493,2.9458
"453",453,10110,10111,10111,2,2005-09-05,2005-09-06,2005-09-06,3.7327,3.7739,0.0583,7.4654,1.0749,1.1152,0.0571,2.1497,20.5,20.5,0,41,1.2493,3.9177
"454",454,10155,10156,10162,8,2005-10-20,2005-10-21,2005-10-27,3.1995,6.3923,2.7768,25.5958,0.4831,3.6968,2.7817,3.8645,14.5,18,2.841,116,3.6258,0.5708
"455",455,10184,10184,10184,1,2005-11-18,2005-11-18,2005-11-18,3.67,3.67,NA,3.67,0.3926,0.3926,NA,0.3926,12,12,NA,12,3.0993,2.4017
"456",456,10190,10190,10190,1,2005-11-24,2005-11-24,2005-11-24,5.7143,5.7143,NA,5.7143,2.2735,2.2735,NA,2.2735,13.5,13.5,NA,13.5,3.5808,6.4244
"457",457,10215,10216,10225,11,2005-12-19,2005-12-20,2005-12-29,5.2174,9.3448,2.1297,57.3911,1.3141,5.5,2.1607,14.4552,11.8182,16,2.1595,130,3.6903,0.5158
"458",458,10231,10231,10232,2,2006-01-04,2006-01-04,2006-01-05,5.6347,6.8928,1.7792,11.2694,1.65,2.9081,1.7792,3.3,12.25,13.5,1.7678,24.5,3.4856,2.5165
"459",459,10251,10251,10251,1,2006-01-24,2006-01-24,2006-01-24,5.3844,5.3844,NA,5.3844,1.4529,1.4529,NA,1.4529,12.5,12.5,NA,12.5,2.9735,3.5267
"460",460,10264,10265,10269,6,2006-02-06,2006-02-07,2006-02-11,3.3481,4.7062,1.5043,20.0886,-0.5154,0.8265,1.5064,-3.0922,10.6667,12,1.5055,64,1.8279,0.5178
"461",461,10309,10309,10309,1,2006-03-23,2006-03-23,2006-03-23,4.1968,4.1968,NA,4.1968,1.0177,1.0177,NA,1.0177,13.5,13.5,NA,13.5,4.4349,4.5631
"462",462,10314,10314,10314,1,2006-03-28,2006-03-28,2006-03-28,3.372,3.372,NA,3.372,0.2919,0.2919,NA,0.2919,13,13,NA,13,3.4338,3.5672
"463",463,10318,10320,10320,3,2006-04-01,2006-04-03,2006-04-03,3.8498,5.9417,1.9752,11.5494,0.7559,2.8419,1.9718,2.2677,13.8333,16,2.0207,41.5,1.6256,4.0762
"464",464,10324,10324,10324,1,2006-04-07,2006-04-07,2006-04-07,6.624,6.624,NA,6.624,3.5106,3.5106,NA,3.5106,17,17,NA,17,4.9175,7.5865
"465",465,10362,10362,10363,2,2006-05-15,2006-05-15,2006-05-16,5.8056,6.1014,0.4183,11.6113,2.5387,2.8129,0.3878,5.0774,19.75,20,0.3536,39.5,3.4052,1.5918
"466",466,10377,10377,10377,1,2006-05-30,2006-05-30,2006-05-30,2.8994,2.8994,NA,2.8994,0.0213,0.0213,NA,0.0213,18,18,NA,18,0.4363,0.065
"467",467,10389,10390,10393,5,2006-06-11,2006-06-12,2006-06-15,2.941,5.0899,2.0396,14.7049,0.0884,2.2471,2.0502,0.442,18.9,21,2.0125,94.5,1.2787,1.2635
"468",468,10402,10404,10404,3,2006-06-24,2006-06-26,2006-06-26,3.0876,4.3534,1.5054,9.2629,0.3026,1.5606,1.5008,0.9077,19.6667,21,1.5275,59,0.5351,4.5733
"469",469,10428,10430,10432,5,2006-07-20,2006-07-22,2006-07-24,5.1908,6.1889,1.0284,25.9542,2.4755,3.4758,1.0311,12.3777,23.5,24.5,1,117.5,1.3442,1.6512
"470",470,10472,10472,10475,4,2006-09-02,2006-09-02,2006-09-05,2.1932,2.9465,0.8534,8.7726,-0.4648,0.2858,0.8535,-1.8593,19.125,20,0.8539,76.5,0.5782,0.2039
"471",471,10496,10496,10496,1,2006-09-26,2006-09-26,2006-09-26,3.1964,3.1964,NA,3.1964,0.5429,0.5429,NA,0.5429,18,18,NA,18,3.6222,1.8767
"472",472,10521,10521,10521,1,2006-10-21,2006-10-21,2006-10-21,3.3923,3.3923,NA,3.3923,0.6968,0.6968,NA,0.6968,15,15,NA,15,3.1253,4.3755
"473",473,10549,10549,10549,1,2006-11-18,2006-11-18,2006-11-18,5.67,5.67,NA,5.67,2.3926,2.3926,NA,2.3926,14,14,NA,14,5.5993,2.9017
"474",474,10567,10568,10568,2,2006-12-06,2006-12-07,2006-12-07,5.6806,7.4479,2.4994,11.3611,2.102,3.8658,2.4945,4.2039,12.75,14.5,2.4749,25.5,2.8692,4.9662
"475",475,10581,10581,10581,1,2006-12-20,2006-12-20,2006-12-20,7.3448,7.3448,NA,7.3448,3.5,3.5,NA,3.5,14,14,NA,14,3.5223,5.9811
"476",476,10585,10585,10585,1,2006-12-24,2006-12-24,2006-12-24,4.4083,4.4083,NA,4.4083,0.5,0.5,NA,0.5,11,11,NA,11,3.0147,4.4887
"477",477,10589,10589,10589,1,2006-12-28,2006-12-28,2006-12-28,5.4444,5.4444,NA,5.4444,1.4871,1.4871,NA,1.4871,12,12,NA,12,7.5055,1.9993
"478",478,10615,10615,10616,2,2007-01-23,2007-01-23,2007-01-24,5.1477,5.4109,0.3723,10.2953,1.2191,1.4852,0.3764,2.4381,12.25,12.5,0.3536,24.5,4.4732,2.6932
"479",479,10639,10639,10640,2,2007-02-16,2007-02-16,2007-02-17,3.9843,3.9991,0.0209,7.9686,0.2572,0.2606,0.0047,0.5145,11.5,11.5,0,23,3.4696,1.1962
"480",480,10656,10657,10657,2,2007-03-05,2007-03-06,2007-03-06,5.9832,6.204,0.3123,11.9664,2.6761,2.9019,0.3193,5.3522,14.25,14.5,0.3536,28.5,1.2753,7.0609
"481",481,10688,10688,10688,1,2007-04-06,2007-04-06,2007-04-06,6.2065,6.2065,NA,6.2065,3.0913,3.0913,NA,3.0913,16.5,16.5,NA,16.5,3.92,3.5825
"482",482,10727,10727,10727,1,2007-05-15,2007-05-15,2007-05-15,3.6014,3.6014,NA,3.6014,0.3129,0.3129,NA,0.3129,17.5,17.5,NA,17.5,2.4052,4.5915
"483",483,10746,10746,10746,1,2007-06-03,2007-06-03,2007-06-03,3.6408,3.6408,NA,3.6408,0.81,0.81,NA,0.81,19,19,NA,19,1.9368,4.5612
"484",484,10783,10784,10784,2,2007-07-10,2007-07-11,2007-07-11,8.595,10.8162,3.1412,17.1901,5.799,8.0168,3.1364,11.5981,26.25,28.5,3.182,52.5,4.2754,8.5577
"485",485,10819,10819,10819,1,2007-08-15,2007-08-15,2007-08-15,4.6989,4.6989,NA,4.6989,1.8703,1.8703,NA,1.8703,23,23,NA,23,2.0432,4.4541
"486",486,10826,10826,10826,1,2007-08-22,2007-08-22,2007-08-22,3.0988,3.0988,NA,3.0988,0.2703,0.2703,NA,0.2703,21,21,NA,21,1.0686,0.4295
"487",487,10847,10848,10848,2,2007-09-12,2007-09-13,2007-09-13,3.3191,3.8639,0.7705,6.6382,0.689,1.2374,0.7756,1.378,19.5,20,0.7071,39,1.7549,4.91
"488",488,10874,10874,10874,1,2007-10-09,2007-10-09,2007-10-09,6.317,6.317,NA,6.317,3.6306,3.6306,NA,3.6306,19.5,19.5,NA,19.5,4.1246,6.8725
"489",489,10888,10888,10888,1,2007-10-23,2007-10-23,2007-10-23,7.6394,7.6394,NA,7.6394,4.9387,4.9387,NA,4.9387,19,19,NA,19,5.1226,9.8754
"490",490,10904,10904,10904,1,2007-11-08,2007-11-08,2007-11-08,5.0599,5.0599,NA,5.0599,2.0545,2.0545,NA,2.0545,14.5,14.5,NA,14.5,4.6206,2.8803
"491",491,10911,10911,10911,1,2007-11-15,2007-11-15,2007-11-15,3.3654,3.3654,NA,3.3654,0.1684,0.1684,NA,0.1684,12,12,NA,12,1.6082,3.3956
"492",492,10929,10929,10929,1,2007-12-03,2007-12-03,2007-12-03,3.7834,3.7834,NA,3.7834,0.2413,0.2413,NA,0.2413,11,11,NA,11,11.0522,3.4521
"493",493,10940,10940,10940,1,2007-12-14,2007-12-14,2007-12-14,5.1764,5.1764,NA,5.1764,1.4787,1.4787,NA,1.4787,12,12,NA,12,6.5296,2.47
"494",494,10957,10957,10957,1,2007-12-31,2007-12-31,2007-12-31,4.4389,4.4389,NA,4.4389,0.4387,0.4387,NA,0.4387,11,11,NA,11,6.9952,4.4389
"495",495,11027,11027,11027,1,2008-03-10,2008-03-10,2008-03-10,4.9616,4.9616,NA,4.9616,1.701,1.701,NA,1.701,13.5,13.5,NA,13.5,3.941,6.0572
"496",496,11094,11094,11095,2,2008-05-16,2008-05-16,2008-05-17,6.2138,6.5099,0.4188,12.4275,2.9903,3.2645,0.3878,5.9806,20.25,20.5,0.3536,40.5,4.4085,1.7588
"497",497,11102,11103,11104,3,2008-05-24,2008-05-25,2008-05-26,5.5599,6.7249,1.0584,16.6798,2.5704,3.7323,1.0475,7.7113,20.3333,21.5,1.0408,61,1.7581,3.5669
"498",498,11138,11139,11139,2,2008-06-29,2008-06-30,2008-06-30,5.5899,6.5531,1.3622,11.1798,2.8103,3.77,1.3572,5.6206,22.5,23.5,1.4142,45,2.0922,6.5728
"499",499,11183,11184,11185,3,2008-08-13,2008-08-14,2008-08-15,3.4899,3.6557,0.2528,10.4696,0.6714,0.8381,0.2613,2.0142,21.8333,22,0.2887,65.5,1.8726,0.7892
"500",500,11218,11218,11218,1,2008-09-17,2008-09-17,2008-09-17,2.7277,2.7277,NA,2.7277,0.1084,0.1084,NA,0.1084,18.5,18.5,NA,18.5,2.0936,4.4057
"501",501,11233,11233,11233,1,2008-10-02,2008-10-02,2008-10-02,5.956,5.956,NA,5.956,3.3026,3.3026,NA,3.3026,20,20,NA,20,4.6261,7.8742
"502",502,11263,11263,11264,2,2008-11-01,2008-11-01,2008-11-02,3.7627,4.2038,0.6238,7.5254,0.8887,1.3403,0.6387,1.7774,14,14.5,0.7071,28,3.1168,1.7146
"503",503,11277,11277,11279,3,2008-11-15,2008-11-15,2008-11-17,5.1353,5.3654,0.2056,15.4059,1.9152,2.1684,0.2228,5.7455,13.6667,14,0.2887,41,4.1082,1.198
"504",504,11283,11283,11283,1,2008-11-21,2008-11-21,2008-11-21,3.4607,3.4607,NA,3.4607,0.08,0.08,NA,0.08,11.5,11.5,NA,11.5,1.5949,4.4108
"505",505,11288,11292,11292,5,2008-11-26,2008-11-30,2008-11-30,2.7918,4.1164,1.4639,13.9591,-0.6877,0.6123,1.4562,-3.4386,10.3,11.5,1.4405,51.5,0.62,4.4412
"506",506,11357,11357,11357,1,2009-02-03,2009-02-03,2009-02-03,4.7258,4.7258,NA,4.7258,0.819,0.819,NA,0.819,12,12,NA,12,0.9912,5.5061
"507",507,11383,11383,11383,1,2009-03-01,2009-03-01,2009-03-01,4.4776,4.4776,NA,4.4776,1.0794,1.0794,NA,1.0794,12.5,12.5,NA,12.5,6.4036,1.5491
"508",508,11418,11418,11418,1,2009-04-05,2009-04-05,2009-04-05,4.2865,4.2865,NA,4.2865,1.1719,1.1719,NA,1.1719,14.5,14.5,NA,14.5,4.421,4.08
"509",509,11440,11444,11445,6,2009-04-27,2009-05-01,2009-05-02,5.6193,6.8937,1.1847,33.7155,2.0687,3.3348,1.1856,12.4123,18.0833,19.5,1.1583,108.5,0.8491,3.0944
"510",510,11474,11477,11478,5,2009-05-31,2009-06-03,2009-06-04,8.8054,11.1408,3.363,44.0272,5.9619,8.31,3.3739,29.8097,24.1,26.5,3.4533,120.5,2.6497,3.5617
"511",511,11521,11521,11521,1,2009-07-17,2009-07-17,2009-07-17,3.9722,3.9722,NA,3.9722,1.2587,1.2587,NA,1.2587,22,22,NA,22,1.9436,7.0579
"512",512,11529,11534,11534,6,2009-07-25,2009-07-30,2009-07-30,3.9449,5.8761,1.3959,23.6693,1.1656,3.0419,1.364,6.9935,22.5,24.5,1.4491,135,0.6027,4.0146
"513",513,11554,11554,11554,1,2009-08-19,2009-08-19,2009-08-19,4.4056,4.4056,NA,4.4056,1.5768,1.5768,NA,1.5768,22.5,22.5,NA,22.5,3.5573,2.4398
"514",514,11562,11562,11562,1,2009-08-27,2009-08-27,2009-08-27,2.9676,2.9676,NA,2.9676,0.189,0.189,NA,0.189,20.5,20.5,NA,20.5,1.0784,2.4206
"515",515,11576,11578,11581,6,2009-09-10,2009-09-12,2009-09-15,3.2715,6.7743,2.6316,19.6292,0.6461,4.1406,2.6285,3.8767,19.45,23,2.7009,116.7,2.0843,1.0959
"516",516,11589,11589,11589,1,2009-09-23,2009-09-23,2009-09-23,3.8424,3.8424,NA,3.8424,1.189,1.189,NA,1.189,19,19,NA,19,2.1095,4.3868
"517",517,11611,11611,11611,1,2009-10-15,2009-10-15,2009-10-15,4.6033,4.6033,NA,4.6033,1.8726,1.8726,NA,1.8726,17,17,NA,17,4.6343,3.8627
"518",518,11616,11616,11616,1,2009-10-20,2009-10-20,2009-10-20,4.267,4.267,NA,4.267,1.5677,1.5677,NA,1.5677,16,16,NA,16,5.1267,3.8747
"519",519,11631,11631,11631,1,2009-11-04,2009-11-04,2009-11-04,4.0631,4.0631,NA,4.0631,1.1306,1.1306,NA,1.1306,14,14,NA,14,3.621,1.3753
"520",520,11674,11674,11674,1,2009-12-17,2009-12-17,2009-12-17,5.267,5.267,NA,5.267,1.4939,1.4939,NA,1.4939,12,12,NA,12,4.0311,4.4708
"521",521,11696,11698,11699,4,2010-01-08,2010-01-10,2010-01-11,6.5406,8.28,1.2446,26.1624,2.5821,4.3287,1.2536,10.3283,13.25,15,1.2583,53,1.5794,2.5218
"522",522,11704,11707,11708,5,2010-01-16,2010-01-19,2010-01-20,4.4572,6.022,1.2602,22.286,0.5583,2.1129,1.25,2.7916,11.4,13,1.2942,57,1.0371,2.0282
"523",523,11712,11712,11713,2,2010-01-24,2010-01-24,2010-01-25,4.8711,5.3844,0.726,9.7421,0.9368,1.4529,0.7299,1.8735,12,12.5,0.7071,24,3.4735,1.3593
"524",524,11717,11717,11718,2,2010-01-29,2010-01-29,2010-01-30,5.7787,5.7856,0.0098,11.5574,1.8529,1.8529,0,3.7058,13,13,0,26,1.9878,1.514
"525",525,11723,11724,11725,3,2010-02-04,2010-02-05,2010-02-06,6.5495,6.7161,0.2856,19.6485,2.6571,2.8265,0.2928,7.9713,13.8333,14,0.2887,41.5,2.4956,1.8378
"526",526,11730,11730,11732,3,2010-02-11,2010-02-11,2010-02-13,5.2801,6.1379,0.7881,15.8403,1.4757,2.309,0.7638,4.427,12.6667,13.5,0.7638,38,3.4791,0.8257
"527",527,11738,11741,11741,4,2010-02-19,2010-02-22,2010-02-22,3.3605,4.3106,0.901,13.4421,-0.226,0.7568,0.9051,-0.9039,11,12,0.9129,44,0.1817,1.5348
"528",528,11747,11748,11748,2,2010-02-28,2010-03-01,2010-03-01,5.2758,5.9776,0.9925,10.5516,1.8616,2.5794,1.0151,3.7233,13.25,14,1.0607,26.5,1.9203,6.5491
"529",529,11774,11774,11774,1,2010-03-27,2010-03-27,2010-03-27,4.4382,4.4382,NA,4.4382,1.3403,1.3403,NA,1.3403,14,14,NA,14,3.434,3.5662
"530",530,11792,11792,11796,5,2010-04-14,2010-04-14,2010-04-18,2.3958,3.9857,1.9719,11.9791,-0.9061,0.7348,1.9921,-4.5307,13.6,15,1.917,68,2.4074,0.4276
"531",531,11804,11804,11804,1,2010-04-26,2010-04-26,2010-04-26,4.8705,4.8705,NA,4.8705,1.351,1.351,NA,1.351,17,17,NA,17,3.9058,3.5957
"532",532,11875,11876,11879,5,2010-07-06,2010-07-07,2010-07-10,5.2928,9.0513,2.8267,26.4642,2.5103,6.2748,2.8307,12.5516,22.8,26.5,2.7973,114,5.0998,2.2732
"533",533,11904,11904,11904,1,2010-08-04,2010-08-04,2010-08-04,2.8689,2.8689,NA,2.8689,0.0048,0.0048,NA,0.0048,21.5,21.5,NA,21.5,3.012,5.4816
"534",534,11913,11914,11916,4,2010-08-13,2010-08-14,2010-08-16,7.4286,11.1557,3.0583,29.7144,4.6042,8.3381,3.0619,18.4168,25.75,29.5,3.0687,103,5.3726,3.7545
"535",535,11948,11948,11949,2,2010-09-17,2010-09-17,2010-09-18,3.7748,4.2277,0.6404,7.5497,1.1487,1.6084,0.6501,2.2974,19.5,20,0.7071,39,2.0936,1.5712
"536",536,11962,11962,11962,1,2010-10-01,2010-10-01,2010-10-01,4.3299,4.3299,NA,4.3299,1.6735,1.6735,NA,1.6735,18.5,18.5,NA,18.5,2.1274,3.8739
"537",537,11969,11969,11970,2,2010-10-08,2010-10-08,2010-10-09,4.5047,5.1924,0.9726,9.0094,1.8261,2.5216,0.9836,3.6522,17.75,18.5,1.0607,35.5,3.1253,1.8744
"538",538,11984,11984,11985,2,2010-10-23,2010-10-23,2010-10-24,4.4517,4.6394,0.2654,8.9034,1.7452,1.9387,0.2737,3.4903,15.75,16,0.3536,31.5,3.6226,2.2091
"539",539,11990,11990,11990,1,2010-10-29,2010-10-29,2010-10-29,2.8568,2.8568,NA,2.8568,0.0677,0.0677,NA,0.0677,13.5,13.5,NA,13.5,2.616,2.8851
"540",540,11995,11995,11995,1,2010-11-03,2010-11-03,2010-11-03,7.9421,7.9421,NA,7.9421,5.0339,5.0339,NA,5.0339,18,18,NA,18,5.6205,5.879
"541",541,12029,12029,12029,1,2010-12-07,2010-12-07,2010-12-07,4.9479,4.9479,NA,4.9479,1.3658,1.3658,NA,1.3658,12,12,NA,12,1.5347,2.4662
"542",542,12035,12035,12035,1,2010-12-13,2010-12-13,2010-12-13,4.1468,4.1468,NA,4.1468,0.4626,0.4626,NA,0.4626,11,11,NA,11,1.5281,4.9704
"543",543,12125,12125,12125,1,2011-03-13,2011-03-13,2011-03-13,3.7888,3.7888,NA,3.7888,0.5252,0.5252,NA,0.5252,12.5,12.5,NA,12.5,4.9423,1.0561
"544",544,12139,12139,12139,1,2011-03-27,2011-03-27,2011-03-27,3.4382,3.4382,NA,3.4382,0.3403,0.3403,NA,0.3403,13,13,NA,13,2.434,2.5662
"545",545,12166,12166,12166,1,2011-04-23,2011-04-23,2011-04-23,4.1541,4.1541,NA,4.1541,0.6881,0.6881,NA,0.6881,16,16,NA,16,4.9093,5.594
"546",546,12211,12211,12211,1,2011-06-07,2011-06-07,2011-06-07,4.3867,4.3867,NA,4.3867,1.5519,1.5519,NA,1.5519,20,20,NA,20,4.9348,2.0642
"547",547,12302,12303,12305,4,2011-09-06,2011-09-07,2011-09-09,3.8981,5.8562,1.3477,15.5922,1.2421,3.1958,1.3458,4.9684,20.5,22.5,1.354,82,2.749,1.3171
"548",548,12318,12318,12318,1,2011-09-22,2011-09-22,2011-09-22,2.7329,2.7329,NA,2.7329,0.0761,0.0761,NA,0.0761,18,18,NA,18,2.1073,5.3905
"549",549,12366,12366,12366,1,2011-11-09,2011-11-09,2011-11-09,3.6796,3.6796,NA,3.6796,0.6674,0.6674,NA,0.6674,13,13,NA,13,1.6197,3.8816
"550",550,12411,12411,12411,1,2011-12-24,2011-12-24,2011-12-24,4.4083,4.4083,NA,4.4083,0.5,0.5,NA,0.5,11,11,NA,11,3.5147,3.9887
"551",551,12458,12458,12458,1,2012-02-09,2012-02-09,2012-02-09,6.678,6.678,NA,6.678,2.8103,2.8103,NA,2.8103,14,14,NA,14,3.483,7.0192
"552",552,12505,12505,12505,1,2012-03-27,2012-03-27,2012-03-27,3.9382,3.9382,NA,3.9382,0.8403,0.8403,NA,0.8403,13.5,13.5,NA,13.5,3.434,2.5662
"553",553,12564,12564,12564,1,2012-05-25,2012-05-25,2012-05-25,5.7249,5.7249,NA,5.7249,2.7323,2.7323,NA,2.7323,20.5,20.5,NA,20.5,3.9276,6.0673
"554",554,12613,12615,12616,4,2012-07-13,2012-07-15,2012-07-16,4.2388,6.0853,1.415,16.9553,1.5071,3.37,1.4242,6.0284,22.125,24,1.4361,88.5,1.0424,2.8899
"555",555,12634,12635,12635,2,2012-08-03,2012-08-04,2012-08-04,3.3629,3.3689,0.0085,6.7258,0.4969,0.5048,0.0112,0.9938,22,22,0,44,1.1761,2.4816
"556",556,12646,12648,12648,3,2012-08-15,2012-08-17,2012-08-17,3.7459,4.7941,1.7337,11.2378,0.9128,1.9655,1.7415,2.7384,22,23,1.7321,66,0.6467,6.4458
"557",557,12670,12670,12670,1,2012-09-08,2012-09-08,2012-09-08,3.9399,3.9399,NA,3.9399,1.2803,1.2803,NA,1.2803,20.5,20.5,NA,20.5,4.5837,5.4177
"558",558,12688,12688,12688,1,2012-09-26,2012-09-26,2012-09-26,2.6964,2.6964,NA,2.6964,0.0429,0.0429,NA,0.0429,17.5,17.5,NA,17.5,4.1222,0.8767
"559",559,12700,12700,12700,1,2012-10-08,2012-10-08,2012-10-08,2.6924,2.6924,NA,2.6924,0.0216,0.0216,NA,0.0216,16,16,NA,16,0.1253,2.8754
"560",560,12727,12727,12727,1,2012-11-04,2012-11-04,2012-11-04,3.0631,3.0631,NA,3.0631,0.1306,0.1306,NA,0.1306,13,13,NA,13,2.121,1.8753
"561",561,12751,12751,12752,2,2012-11-28,2012-11-28,2012-11-29,4.275,4.9941,1.017,8.55,0.7897,1.5155,1.0264,1.5794,11.75,12.5,1.0607,23.5,3.5641,1.272
"562",562,12874,12874,12874,1,2013-03-31,2013-03-31,2013-03-31,3.6648,3.6648,NA,3.6648,0.5839,0.5839,NA,0.5839,13.5,13.5,NA,13.5,1.4289,1.074
"563",563,12908,12909,12910,3,2013-05-04,2013-05-05,2013-05-06,5.3473,7.5133,1.9073,16.0418,1.8001,3.9639,1.9049,5.4003,18.3333,20.5,1.893,55,2.9042,3.094
